% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.896412838e+03 +2.896412838e+03 +2.926382838e+03 +2.926382838e+03 -3.2387e+00 +7.1941e-01 +3.7126e+00 -4.2151e+00 +1.3282e+00 +2.6701e+00 -3.7968e+00 -2.1004e+00 -8.1921e-01 -1.2112e+00 -7.7502e-01 +4.7603e+00 +3.6691e+00 -4.0278e-01 +2.9255e-01 -2.5079e+00 +3.6722e+00 -2.0394e+00 +9.7698e-01 -7.1711e-01
20 +2.330781364e+03 +2.330781364e+03 +2.360751364e+03 +2.360751364e+03 -3.6004e+00 -3.4955e+00 +2.0426e+00 -3.4127e+00 +3.8041e+00 -1.0480e+00 -2.8330e+00 -1.9388e+00 +4.2517e-01 +2.7395e+00 -3.1104e-01 -6.0218e-01 +5.6379e-01 +4.6106e+00 +1.5814e+00 -2.9128e+00 +1.2532e+00 -3.4175e+00 +3.2731e+00 +6.4923e-01
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.107470624e+03 +3.107470624e+03 +3.055760624e+03 +3.055760624e+03 +2.7429e-01 -1.3804e+00 +4.8710e+00 +1.2550e+00 -1.0239e+00 -4.9100e+00 -1.2540e+00 +4.8735e+00 -3.6551e+00 -1.1542e+00 +1.3806e+00 -4.2882e+00 +2.0746e+00 +4.1861e-01 -3.9988e+00 +4.6010e+00 -1.3581e+00 -7.5629e-01 +1.3961e-01 +1.5880e+00
43 +2.459270137e+03 +2.459270137e+03 +2.407560137e+03 +2.407560137e+03 +4.8760e+00 +3.7839e+00 +1.6356e+00 -2.0650e+00 +5.7364e-01 -2.5055e+00 -3.0317e+00 +4.4831e+00 -4.9779e+00 -6.9439e-01 +4.5641e+00 +1.2492e+00 -4.2379e+00 -1.5322e+00 -7.2156e-01 -9.1693e-02 +1.4710e+00 -4.1787e+00 +5.3248e-01 +4.1996e+00
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.427400802e+03 +3.427400802e+03 +3.147450802e+03 +3.147450802e+03 -2.4605e+00 +1.8235e+00 +4.5392e-01 +9.6900e-01 +4.1198e+00 +2.5570e+00 +1.6317e+00 +1.9486e+00 +3.6698e+00 +4.3721e+00 +1.5061e+00 +4.2136e-01 -3.5585e+00 -1.0024e+00 +1.5592e-01 +1.4831e+00 -3.9109e+00 -4.1059e+00 -1.3567e-01 +3.7983e-01
4 +2.129735610e+03 +2.129735610e+03 +1.849785610e+03 +1.849785610e+03 +2.9346e-01 -6.3903e-01 -3.6329e+00 -4.4136e+00 -3.3515e+00 -6.7880e-01 +3.4033e+00 -3.6530e+00 +3.4882e+00 -1.3324e+00 -1.0965e+00 -3.2568e+00 -1.3288e+00 -3.0724e+00 +1.8950e+00 +1.0710e+00 +2.4958e+00 +7.8759e-01 +1.4350e+00 +3.1616e+00
% function evaluation | noise-free fitness - Fopt (9.319900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.123691402e+03 +3.123691402e+03 +4.055681402e+03 +4.055681402e+03 -4.0590e+00 -4.8515e+00 -3.8119e+00 +6.7519e-01 +2.4213e+00 -1.0120e+00 -1.7590e+00 -1.2483e+00 -3.8041e+00 +3.8863e+00 -4.6683e+00 +4.3521e+00 -1.6106e+00 +2.3628e+00 +2.1403e+00 +1.0127e+00 -3.4553e+00 +1.2229e+00 +3.0480e+00 +4.3536e-01
8 +2.454353749e+03 +2.454353749e+03 +3.386343749e+03 +3.386343749e+03 +3.9986e+00 -2.7406e+00 -4.2777e+00 +2.7684e+00 +3.1405e+00 -8.1844e-01 -4.0473e+00 -8.8300e-01 +3.4674e+00 +3.5742e+00 +1.2573e+00 +2.2409e+00 +2.7004e+00 +6.2452e-01 +1.5839e+00 +1.0634e+00 +2.7894e-01 +1.8608e+00 +3.0084e+00 +2.0572e+00
% function evaluation | noise-free fitness - Fopt (1.133100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
