% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.780299614e+01 +3.780299614e+01 -6.474700386e+01 -6.474700386e+01 +3.2361e+00 +1.2456e+00 +3.1383e+00 -3.4703e+00 +1.9714e+00 +3.1334e+00 -4.3841e+00 +7.9737e-01 +2.7557e+00 -1.9159e+00 -9.8484e-01 -1.1341e+00 +8.5979e-01 -2.8111e+00 -3.3327e+00 -1.3749e+00 +6.7023e-01 +3.4892e+00 +1.2948e+00 -3.3910e+00
55 +2.371249576e+01 +2.371249576e+01 -7.883750424e+01 -7.883750424e+01 +1.3795e+00 -4.1235e-01 +2.3697e+00 -1.0757e+00 +3.6339e+00 -2.3348e+00 -2.0238e+00 -3.3108e+00 -1.6979e+00 +2.3289e+00 +1.8081e+00 +2.6939e+00 -5.5866e-01 -2.0353e+00 +1.2856e+00 -8.9803e-02 +2.4527e-01 +1.3642e+00 +3.4419e+00 -6.0971e-01
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.201395808e+01 +8.201395808e+01 +1.537039581e+02 +1.537039581e+02 +4.5722e+00 +4.8248e+00 -3.9560e+00 +2.1718e-01 +1.9680e+00 -4.3540e+00 -6.2916e-01 -4.8811e+00 +2.3515e+00 +3.7040e+00 -3.0275e-01 -6.0591e-01 +6.3240e-01 -2.5546e+00 +2.9499e-01 -3.0618e+00 -9.6547e-01 +2.9502e+00 -3.9829e+00 +2.5566e+00
2 +4.565254685e+01 +4.565254685e+01 +1.173425469e+02 +1.173425469e+02 +4.7070e+00 -6.2300e-01 +2.9269e+00 +4.1026e+00 -3.0886e+00 +2.0988e+00 -1.8220e+00 -2.0088e+00 +2.1941e+00 +4.9323e-01 +1.0440e+00 +1.4093e+00 +4.5750e+00 -4.6927e+00 -8.0911e-01 +3.3025e+00 +3.7171e+00 -1.6024e+00 -3.4416e+00 -3.4456e-01
4 +3.591562361e+01 +3.591562361e+01 +1.076056236e+02 +1.076056236e+02 -1.2515e+00 -2.1784e+00 +2.5890e+00 -1.7867e+00 -2.0900e+00 -2.0422e+00 +1.5575e+00 +2.6931e+00 -4.3314e+00 -2.5198e+00 -1.2561e+00 -6.6496e-01 -1.3764e+00 +1.2758e+00 +2.0645e+00 -4.0862e+00 +2.6391e+00 +4.0929e+00 +4.6746e+00 +2.7556e+00
9 +2.199961440e+01 +2.199961440e+01 +9.368961440e+01 +9.368961440e+01 +3.3115e-01 -7.6566e-01 -2.0813e+00 -4.1152e+00 -2.3342e+00 -3.7958e+00 +3.8674e+00 +1.0518e+00 -2.2142e+00 +2.2532e+00 -2.3500e+00 -3.5674e-01 +2.7962e+00 -1.4009e+00 +8.1097e-01 +2.8076e+00 -3.5947e+00 +2.9904e+00 -7.9147e-01 +5.2051e-01
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.417510490e+02 +1.417510490e+02 +3.557610490e+02 +3.557610490e+02 -4.6520e+00 -4.3694e+00 -1.9131e+00 -3.0707e+00 -4.4382e+00 +4.6266e+00 -3.0280e+00 +4.6325e+00 +8.5735e-01 +1.7411e+00 -2.1788e+00 +4.0505e+00 -3.7145e+00 +1.3185e+00 +3.9818e+00 -4.8115e+00 +4.0227e+00 -3.3169e+00 -1.7722e+00 +3.9287e-01
2 +7.864900708e+01 +7.864900708e+01 +2.926590071e+02 +2.926590071e+02 +3.6399e+00 -2.1210e+00 -3.7777e+00 +4.6003e+00 -1.4249e+00 -8.6913e-01 -2.1757e+00 +2.2267e+00 +2.5685e+00 +4.8688e+00 -4.2141e+00 +1.0025e+00 -3.7960e+00 -4.4346e+00 +1.5921e+00 -5.2325e-01 -9.3380e-01 +4.1759e-01 +9.6496e-01 +1.6702e-01
