% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.058324770e+06 +1.058324770e+06 +1.058360670e+06 +1.058360670e+06 +9.2811e-01 +2.1763e+00 +1.3815e+00 +3.0424e+00 -2.1124e-01 +4.5902e+00 -2.2067e-01 -7.7670e-01 -1.2566e+00 -3.0271e+00 -1.2826e+00 +4.0447e+00 -3.0590e+00 -1.1835e+00 -3.2890e+00 +1.1862e+00 +3.6543e+00 +2.6099e+00 -1.0573e+00 +4.3057e+00
9 +9.026839640e+05 +9.026839640e+05 +9.027198640e+05 +9.027198640e+05 -3.4006e+00 +4.6314e+00 -7.3469e-01 +1.4913e+00 +1.7247e+00 -3.7657e+00 +4.8533e+00 +2.7440e+00 -1.0399e+00 -3.7589e-01 -1.7375e+00 +8.7176e-01 +4.3686e+00 -3.6531e+00 +4.9539e+00 -7.4050e-01 +4.3623e+00 +1.0915e+00 -7.8456e-01 -4.6137e+00
50 +5.439605002e+05 +5.439605002e+05 +5.439964002e+05 +5.439964002e+05 +7.3563e-01 -1.5811e+00 +1.7154e+00 +1.5425e+00 -1.1464e+00 +1.1250e+00 +3.7794e+00 -2.2814e+00 -3.5359e+00 -1.6054e+00 +2.9536e-01 +4.2926e+00 -1.5298e+00 -6.0051e-01 -3.5096e+00 -3.4135e+00 +3.7702e-03 +1.7541e+00 -1.5791e+00 -2.9256e+00
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.152013287e+06 +1.152013287e+06 +1.152044657e+06 +1.152044657e+06 -9.7089e-01 +1.7627e+00 -2.5630e+00 -9.8425e-01 -1.8349e+00 +2.3217e+00 -9.7039e-01 -3.4353e+00 +1.8739e-01 +3.6269e+00 +3.3321e+00 -2.1354e+00 +3.0527e+00 +6.5888e-01 -1.4862e+00 +4.3816e+00 -3.6163e+00 -1.6483e-01 +1.0858e+00 +1.3296e-01
3 +6.473668773e+05 +6.473668773e+05 +6.473982473e+05 +6.473982473e+05 +1.8993e+00 +4.6893e+00 +1.1087e+00 +2.7721e+00 +1.2439e+00 +3.6226e+00 -2.5959e+00 +3.0563e+00 -1.0598e+00 +2.4778e+00 +7.1070e-01 +4.3265e+00 -2.9087e+00 -3.2203e+00 +2.3495e+00 +3.6007e+00 +4.5433e-01 +2.4102e+00 -4.2752e+00 -1.3421e+00
5 +2.654500132e+05 +2.654500132e+05 +2.654813832e+05 +2.654813832e+05 +2.6683e+00 +2.4749e-01 -2.7935e-01 +2.7043e+00 -1.9860e+00 +2.1368e+00 -5.3394e-01 +4.0128e+00 -3.8856e+00 -1.6508e+00 -3.3870e+00 -1.6987e+00 +1.1891e+00 +2.5189e-01 -1.7385e+00 +5.2789e-01 -1.2342e+00 -1.5645e-01 +2.8376e+00 -3.7711e+00
78 +1.996560345e+05 +1.996560345e+05 +1.996874045e+05 +1.996874045e+05 +4.3333e+00 +5.2933e-01 -4.5858e+00 +4.8724e+00 +1.1325e+00 -2.6967e+00 +1.6986e+00 +4.3261e+00 -2.3951e+00 +4.3957e+00 -1.2252e+00 +1.3831e+00 -1.1163e+00 +1.7432e+00 +2.9585e+00 -8.7118e-01 +3.1507e-01 -4.6549e+00 -1.8854e+00 -4.5473e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.641045930e+06 +1.641045930e+06 +1.640045930e+06 +1.640045930e+06 +3.3349e+00 -3.0712e+00 +1.7615e+00 -2.3151e+00 -2.6477e+00 +2.4231e+00 -3.8316e+00 +2.1965e+00 -3.5581e+00 -3.5594e+00 +1.5739e-01 -3.6443e+00 +3.3370e+00 -4.9450e+00 +4.2578e-01 +3.4956e+00 +2.9958e+00 +4.6115e+00 +3.6994e+00 -1.1007e-01
