% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.998267699e+02 +8.998267699e+02 +1.002436770e+03 +1.002436770e+03 -3.7004e+00 +2.0625e+00 +3.3012e-01 -1.0957e+00 -6.3934e-01 +1.3798e+00 +1.7969e+00 +1.4583e+00 -4.6160e+00 +3.2951e+00 -2.4491e+00 -3.8819e+00 +3.2191e+00 -3.2420e+00 -3.6695e+00 -1.0415e+00 +2.4432e+00 +4.7181e+00 -4.7962e+00 +2.9337e+00
23 +6.216283195e+02 +6.216283195e+02 +7.242383195e+02 +7.242383195e+02 -1.0313e+00 -3.3292e-01 +4.0066e+00 -9.5310e-01 -2.4748e+00 -1.8523e+00 -8.9643e-01 -1.6151e+00 -1.8246e+00 +3.2919e-01 -2.4113e+00 +1.8612e-01 +2.6268e+00 +4.0171e+00 +4.5402e+00 -2.2174e-01 -3.3465e+00 -3.8507e+00 +3.2486e+00 +4.6625e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.683793364e+02 +6.683793364e+02 +7.616793364e+02 +7.616793364e+02 -3.0828e+00 +9.0315e-01 -4.6779e-01 +3.0541e+00 +4.7359e+00 -2.3949e-01 +6.7471e-01 -2.2291e+00 -2.4315e+00 +6.2526e-01 +4.0920e+00 +9.1049e-01 +1.7842e+00 +8.1344e-01 +2.9643e+00 +1.5347e+00 +3.0213e+00 +2.1872e+00 -3.3458e+00 -2.7003e+00
2 +6.067097011e+02 +6.067097011e+02 +7.000097011e+02 +7.000097011e+02 +3.4715e+00 -1.1183e+00 -2.1664e+00 -1.6574e+00 +1.1594e+00 +2.2368e+00 +9.3154e-01 +1.1912e-01 +2.1271e+00 -1.5304e+00 +2.0746e+00 -9.3547e-01 +3.4208e+00 +1.9038e+00 +8.1345e-01 +4.3696e+00 -8.1012e-01 +2.0435e+00 +4.3057e+00 +3.5856e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.311410063e+02 +7.311410063e+02 +7.447810063e+02 +7.447810063e+02 -4.8140e+00 +5.5248e-01 +3.8831e-01 +2.7219e+00 +3.6373e+00 -2.6913e+00 -1.7212e+00 -3.5092e+00 +4.0351e+00 -3.7970e+00 +5.4765e-01 -1.4100e+00 +4.6387e+00 +3.4425e+00 +2.7740e+00 +4.8094e+00 -3.2752e-01 +8.9863e-01 +2.1049e+00 -3.8544e+00
4 +5.748217508e+02 +5.748217508e+02 +5.884617508e+02 +5.884617508e+02 -4.9581e-01 -3.3287e+00 +4.2606e+00 -1.3812e+00 +3.1043e+00 -2.6695e+00 +1.2528e+00 -1.9069e+00 -2.4892e+00 -4.9985e+00 -1.2650e+00 +4.4441e+00 +1.4749e+00 -3.5278e+00 +2.5188e+00 +2.0812e+00 +3.9632e+00 -2.7346e+00 -2.1747e-01 +1.4338e+00
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.140095028e+02 +8.140095028e+02 +1.008809503e+03 +1.008809503e+03 -1.1043e+00 +3.8855e+00 -2.9753e-02 -3.6799e+00 +2.2199e+00 +5.3508e-01 +3.5248e+00 +4.8896e+00 -4.8226e+00 +3.2030e+00 +7.9155e-01 -3.5055e+00 +3.1216e+00 -1.0065e+00 -3.5420e+00 -3.4493e+00 -3.4511e+00 +3.6573e+00 -4.4530e+00 +2.5776e+00
