% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.804358492e+03 +3.804358492e+03 +3.897298492e+03 +3.897298492e+03 +1.0152e+00 -3.2135e+00 -3.2178e+00 -2.7427e+00 -7.9563e-01 +4.3945e+00 -3.0461e+00 -3.7003e+00 -1.9464e+00 -4.9619e-01 -1.7552e+00 +1.3193e+00 +5.2734e-01 +6.2207e-01 -4.3245e+00 +3.4254e+00 -2.3196e+00 +1.0776e+00 -4.9153e+00 +4.6970e+00
3 +2.397276741e+03 +2.397276741e+03 +2.490216741e+03 +2.490216741e+03 +1.3558e+00 +1.0477e+00 +1.0345e-01 -4.7509e+00 +2.0552e+00 +3.2123e+00 -7.4492e-01 +3.5294e+00 +4.7838e+00 -2.1525e-01 +4.9300e+00 -2.9218e-01 -1.2867e+00 +1.0204e+00 +4.7220e+00 +6.9647e-01 -3.1931e+00 +2.1969e+00 -4.0908e+00 -8.5770e-01
16 +1.411637892e+03 +1.411637892e+03 +1.504577892e+03 +1.504577892e+03 -2.7524e+00 -4.2225e+00 -4.5084e-01 -2.2866e+00 +4.4306e+00 +3.3359e+00 -3.8221e+00 +3.0952e+00 +3.2119e+00 +3.7156e+00 -4.8985e-01 +1.0497e+00 -3.0392e+00 +1.1602e+00 +4.3094e+00 -3.7893e+00 +3.4729e+00 -3.9670e+00 -3.9209e-01 +2.5352e+00
85 +9.023872114e+02 +9.023872114e+02 +9.953272114e+02 +9.953272114e+02 -3.0043e+00 +3.3157e+00 -2.9483e+00 +1.2298e+00 -2.7451e+00 -3.3947e-01 -2.1836e-01 -9.6663e-02 +3.5616e+00 +1.4974e+00 +2.0492e-01 -1.8090e+00 +3.4334e-01 -3.6284e+00 +3.0475e+00 -2.3717e+00 +3.5861e+00 +3.5595e+00 +4.6869e+00 -5.0295e-01
94 +5.183723812e+02 +5.183723812e+02 +6.113123812e+02 +6.113123812e+02 +1.0098e+00 -2.4642e+00 +2.7246e+00 -6.6961e-01 -2.8691e+00 +4.0736e+00 -5.4016e-02 +4.7060e+00 +5.7247e-01 +4.9238e+00 -3.4425e+00 -4.4476e+00 +1.0312e+00 +7.2204e-01 +1.0889e+00 +4.3142e+00 +4.4604e+00 -4.0678e+00 -4.0294e+00 -4.0448e+00
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.518916142e+03 +4.518916142e+03 +4.554266142e+03 +4.554266142e+03 -2.5470e+00 -4.9423e+00 -4.3729e+00 +1.1012e+00 +2.7395e+00 +2.2591e+00 -4.0373e+00 +1.5298e+00 +2.7154e+00 +1.8932e+00 +2.3242e+00 -3.6265e+00 +3.7080e+00 +3.3856e-01 +1.6992e+00 +2.0530e+00 +1.2026e+00 +2.4544e+00 +2.4269e+00 -1.7231e+00
2 +2.407218924e+03 +2.407218924e+03 +2.442568924e+03 +2.442568924e+03 -1.8667e+00 +8.9239e-01 +4.6806e+00 +1.3474e+00 +1.7063e-01 -4.7102e+00 +3.5805e+00 -1.1779e-01 +7.9676e-01 +3.8265e+00 +1.9065e+00 +3.8516e+00 +2.6361e+00 -2.2022e+00 -4.7659e+00 +2.3351e+00 +2.9731e+00 -4.2299e+00 +3.2066e+00 +3.8067e+00
27 +1.169702657e+03 +1.169702657e+03 +1.205052657e+03 +1.205052657e+03 +1.0234e+00 -8.8751e-02 +1.7838e+00 +1.1128e+00 -3.0120e-01 +4.9900e+00 +3.0996e+00 -7.8212e-01 +3.5798e-01 +3.9338e+00 -2.3792e+00 +5.3871e-01 +3.4213e+00 +3.5738e+00 -2.9937e+00 +1.4826e+00 +3.9398e+00 -8.7068e-01 +1.2685e-03 -3.4963e+00
71 +8.046674550e+02 +8.046674550e+02 +8.400174550e+02 +8.400174550e+02 +4.9888e+00 +2.7637e+00 -4.6025e+00 +1.6904e+00 -3.6121e+00 -1.4811e+00 +4.3617e+00 -1.5135e-01 -3.2374e+00 +3.3684e+00 -3.2229e+00 -2.1741e+00 +4.2060e+00 +2.7253e+00 -4.4101e+00 +1.6578e+00 -3.1802e+00 -2.1280e-01 +4.6035e+00 +4.6921e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
