% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.177321053e+02 +1.177321053e+02 +1.007921053e+02 +1.007921053e+02 +3.3004e+00 -1.0087e+00 -2.8540e+00 +1.5985e+00 -3.6334e+00 -1.2059e+00 +8.6701e-01 -3.6928e+00 +3.4678e+00 -3.2184e+00 +2.6452e+00 +1.9828e+00 -2.3522e+00 -1.3434e+00 -1.1622e+00 -5.9137e-01 +1.1355e+00 -1.3817e+00 +2.8060e+00 -3.4423e+00
9 +3.385397756e+01 +3.385397756e+01 +1.691397756e+01 +1.691397756e+01 +4.6204e+00 -5.9402e-01 +2.2435e+00 +9.4789e-01 +3.5979e+00 -3.8308e+00 -1.6220e-01 -9.0489e-02 -3.9397e+00 -2.7321e+00 +3.5003e+00 +1.8985e+00 -4.8778e+00 -6.1761e-01 +4.1646e+00 +3.7494e+00 +5.8630e-01 -2.9820e+00 -1.2060e+00 -1.4319e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.513062796e+02 +1.513062796e+02 +1.701162796e+02 +1.701162796e+02 -1.0600e+00 -1.4169e-02 +3.3661e+00 -1.8768e+00 -2.5560e+00 +2.2227e+00 +1.0644e+00 -3.6449e+00 +1.7006e+00 -4.0589e+00 -3.4594e+00 -4.2892e+00 +4.4191e+00 +2.8517e+00 -2.1442e+00 +4.7455e+00 -4.9911e+00 +1.6924e-01 +4.9537e+00 +5.1758e-01
5 +5.721685501e+01 +5.721685501e+01 +7.602685501e+01 +7.602685501e+01 -1.4197e+00 -1.8628e+00 +1.8332e+00 -5.7146e-01 +1.2646e+00 -2.7928e+00 -3.9620e+00 +3.1619e+00 -1.3997e+00 -9.8046e-01 -1.9493e+00 +4.1107e+00 +4.5147e+00 -4.4389e+00 -2.5544e-01 -2.1919e+00 -4.8345e+00 +3.6887e+00 +1.0313e+00 +3.3592e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.624939068e+02 +5.624939068e+02 +8.356439068e+02 +8.356439068e+02 -1.7994e+00 -7.5845e-01 -2.0603e+00 +4.1682e+00 +3.7427e+00 +1.8788e+00 +3.4375e-01 +6.4766e-01 +3.2854e+00 +4.0820e+00 -6.3960e-01 -1.3449e+00 +3.0823e+00 -2.1357e+00 -4.3049e+00 +3.9832e-01 -5.9661e-01 -2.3443e+00 -5.4994e-02 +2.7296e+00
2 +7.396748663e+01 +7.396748663e+01 +3.471174866e+02 +3.471174866e+02 -4.5247e+00 +3.9303e+00 +2.5549e+00 -2.9996e+00 +2.0437e+00 +3.9762e+00 -7.5041e-01 -2.8130e+00 -4.0733e+00 +3.7954e+00 +4.3209e+00 +1.3332e+00 -2.2316e+00 -4.0560e+00 +1.2258e+00 -4.2415e-01 +8.7020e-02 -1.1148e-01 +4.6666e+00 -1.7589e+00
73 +5.548826277e+01 +5.548826277e+01 +3.286382628e+02 +3.286382628e+02 -2.6736e+00 +3.6818e+00 -4.5195e+00 +3.2613e+00 +1.3155e+00 -3.4606e+00 -2.2915e+00 -1.0287e+00 -2.9877e+00 +4.0074e+00 +9.2491e-01 +4.3190e+00 +1.9502e+00 +1.9758e+00 -2.7968e-01 +1.5420e+00 +1.8196e+00 +2.4632e+00 -1.7094e-01 -2.0311e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.064323091e+02 +1.064323091e+02 +1.436123091e+02 +1.436123091e+02 +3.7895e-01 -1.1311e+00 +1.4463e+00 -1.6236e+00 -3.9369e+00 +4.8407e+00 -2.2560e+00 -4.6339e+00 -9.7374e-01 -4.2622e+00 +1.1658e+00 -1.6926e+00 +1.7464e+00 -1.9181e+00 -4.7323e+00 +3.7436e+00 +1.5778e+00 -2.9127e+00 +1.8243e-02 -1.4402e+00
5 +8.308162869e+01 +8.308162869e+01 +1.202616287e+02 +1.202616287e+02 +6.8048e-01 -3.4699e+00 +1.4031e+00 -3.7935e+00 +1.2997e+00 -3.3114e+00 -4.8049e+00 -6.9546e-01 +3.4162e+00 -3.3540e+00 -1.2363e+00 +1.9314e+00 +1.4182e+00 +1.9291e+00 +1.6272e+00 -7.3084e-02 -3.9806e+00 +3.0895e+00 +1.1981e+00 -2.4860e+00
13 +5.645178262e+01 +5.645178262e+01 +9.363178262e+01 +9.363178262e+01 -1.3272e+00 +1.5555e+00 +2.9512e+00 -4.2375e+00 +3.3580e+00 -3.8833e+00 -4.0363e+00 -3.2219e+00 +4.4724e-01 +1.9632e+00 -8.1433e-01 +5.1652e-01 -2.9463e+00 -1.1567e+00 +3.6100e+00 -4.9048e+00 +1.7496e+00 -4.0137e+00 -4.3900e+00 +6.7612e-02
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.962418373e+02 +1.962418373e+02 +4.834183734e+01 +4.834183734e+01 +3.9053e+00 -3.0396e+00 +4.3283e+00 -2.3724e+00 -2.6875e+00 +3.5518e+00 -1.3061e-01 -2.5438e+00 -4.3526e+00 +2.6000e+00 +1.2965e+00 +8.8435e-01 +3.8669e+00 +4.7274e+00 -3.1233e+00 +1.6881e+00 -4.4717e+00 +2.4189e+00 +2.3777e+00 -4.9512e-01
2 +9.693342537e+01 +9.693342537e+01 -5.096657463e+01 -5.096657463e+01 +2.7987e-01 +2.5015e+00 +2.5754e+00 -1.0102e+00 +5.5901e-01 -1.0589e+00 +7.5517e-01 +9.7926e-01 +7.8329e-01 +3.9184e+00 -6.9214e-01 -3.5344e+00 +7.3229e-01 +4.8772e+00 +4.0660e+00 -3.3295e+00 -2.9034e+00 +9.9926e-02 +2.7717e+00 -1.9441e-01
4 +5.460240961e+01 +5.460240961e+01 -9.329759039e+01 -9.329759039e+01 -1.5781e+00 +1.3390e+00 -6.5346e-01 -2.7711e+00 +3.3676e+00 +1.9612e+00 -2.6817e-01 -4.0313e+00 +3.9323e+00 -3.3604e+00 +1.0461e+00 +3.1549e+00 -7.6929e-01 -9.2483e-01 +5.5704e-01 -4.7007e+00 +2.3878e-01 -5.1932e-01 +6.0811e-01 -1.3000e+00
8 +3.850267392e+01 +3.850267392e+01 -1.093973261e+02 -1.093973261e+02 -2.1555e+00 +1.6741e+00 -1.1261e+00 -5.5463e-01 -4.5724e-03 -4.4201e-01 -3.0426e+00 +1.3293e-01 +3.9190e-01 +3.1245e+00 -2.9078e+00 +2.9607e+00 -1.8877e+00 -4.8211e+00 -3.1932e+00 +3.3069e+00 -2.6081e+00 +1.1530e+00 -4.4192e+00 +8.8539e-01
% function evaluation | noise-free fitness - Fopt (1.162600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.075885827e+02 +2.075885827e+02 +3.238485827e+02 +3.238485827e+02 +5.4839e-01 -3.8389e+00 +3.7725e+00 -2.7202e+00 -1.8539e+00 +4.1090e-01 +2.4516e+00 -6.1798e-01 +3.6132e+00 -3.5467e+00 +4.3975e+00 +4.9805e+00 -1.9979e+00 -1.3125e+00 +5.5639e-01 -3.0739e+00 -1.5235e+00 +2.1766e+00 -1.9828e+00 -1.9577e+00
2 +6.047566112e+01 +6.047566112e+01 +1.767356611e+02 +1.767356611e+02 -1.1507e-01 -1.2124e+00 -2.6639e-01 -2.5180e+00 -1.3220e+00 -2.5303e+00 +2.7556e+00 -3.7042e-01 -3.0995e+00 -1.8396e+00 -3.7660e+00 +2.0696e+00 +4.1470e+00 +2.6866e+00 +4.9841e-02 +4.6835e+00 -2.5441e+00 -1.0401e+00 +2.9469e+00 +1.8399e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.172108830e+02 +1.172108830e+02 -8.827891170e+02 -8.827891170e+02 +3.2043e+00 -3.4694e+00 +1.8225e+00 -1.6220e+00 -1.9944e+00 -3.2088e+00 +1.3862e+00 +1.7926e+00 -2.2649e+00 -3.8414e+00 -3.6888e+00 -1.7482e+00 +3.4773e+00 -3.8463e+00 +1.1279e+00 +2.3235e+00 +1.4116e+00 -3.8314e+00 -3.9672e+00 +2.7239e+00
2 +9.422819369e+01 +9.422819369e+01 -9.057718063e+02 -9.057718063e+02 +1.4499e+00 +3.4739e+00 +1.2118e+00 +4.3934e+00 +6.6889e-01 -4.2054e-01 +2.4233e+00 +3.7083e+00 +3.9019e-02 -9.2844e-01 +3.4311e+00 -2.2306e+00 +4.1776e+00 +2.2869e-03 +5.7038e-01 -2.1636e+00 +1.0894e-01 -3.0462e+00 -2.4043e+00 -2.2529e+00
89 +6.211307505e+01 +6.211307505e+01 -9.378869250e+02 -9.378869250e+02 +4.6150e+00 +1.0296e+00 -1.7357e+00 +3.5930e+00 -4.4560e+00 -2.9371e+00 -1.7178e+00 -3.1624e+00 -3.3993e+00 -4.9332e+00 +2.4167e+00 +4.3482e+00 -3.1963e+00 -4.2105e+00 -2.8513e+00 +8.1215e-01 -9.7387e-01 +3.1783e+00 -4.9527e-01 +2.5679e+00
% function evaluation | noise-free fitness - Fopt (-9.193000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.003429223e+02 +1.003429223e+02 +8.412922323e+00 +8.412922323e+00 +3.0424e+00 -2.9593e+00 -1.5531e+00 +3.5345e+00 -2.2078e+00 -2.9845e+00 -2.7931e+00 -2.8889e+00 -1.4582e+00 +1.1797e+00 +1.8945e+00 +4.1623e+00 -3.8811e-01 +3.6451e+00 -1.7970e+00 -3.8100e+00 +6.5955e-01 +3.6888e+00 -3.8651e+00 -4.0895e+00
13 +6.684551555e+01 +6.684551555e+01 -2.508448445e+01 -2.508448445e+01 -2.8516e+00 +3.1802e+00 -9.2783e-01 +4.8617e+00 -1.3727e+00 -4.1866e+00 -4.6043e+00 +1.1403e-01 -1.1781e+00 -4.9598e+00 +2.1055e-01 +2.2106e+00 +4.7264e+00 +3.2619e+00 -3.4126e+00 +1.3439e+00 +1.7181e+00 +4.7997e+00 +1.8052e-02 -3.3626e+00
16 +5.209338263e+01 +5.209338263e+01 -3.983661737e+01 -3.983661737e+01 +4.3170e+00 -2.4251e-01 +2.0258e-01 +4.8768e+00 +3.5497e+00 +4.5249e-01 +2.5205e+00 +1.0293e+00 +3.7731e+00 -2.7859e+00 +1.4211e+00 +4.1876e+00 -2.6784e+00 -2.2621e-01 -5.9576e-01 -4.5885e+00 -1.1742e+00 +2.2824e+00 +1.7002e+00 -4.3866e+00
