% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.662404552e+01 +8.662404552e+01 +6.968404552e+01 +6.968404552e+01 -2.8311e+00 -4.0650e+00 -2.0699e+00 -1.1595e+00 +1.2207e+00 +7.7440e-01 -1.9826e+00 -4.2019e+00 -1.9037e+00 +2.8926e+00 -1.3313e+00 -8.7118e-01 -1.4824e-01 -1.3468e+00 +9.9051e-01 +3.0971e+00 +4.0725e-01 -1.6006e+00 +1.1984e+00 -2.5758e+00
4 +4.980185777e+01 +4.980185777e+01 +3.286185777e+01 +3.286185777e+01 +2.4165e+00 +4.2640e+00 +3.1416e+00 +6.7951e-02 +2.3628e+00 +1.3038e+00 -4.8616e+00 -3.3428e+00 +3.4674e-01 +2.3019e-01 -3.9835e+00 +4.9511e+00 -1.8018e-01 -4.2206e+00 -1.7273e-01 +2.6451e+00 +1.7305e+00 -2.2863e+00 -4.8426e+00 -2.5916e+00
16 +2.718780680e+01 +2.718780680e+01 +1.024780680e+01 +1.024780680e+01 +4.2680e+00 +1.3910e+00 +7.6245e-01 -3.4469e+00 +3.3831e+00 -3.9712e-01 +4.6515e+00 -1.4399e+00 -3.3954e+00 +2.0137e+00 +1.4616e+00 -3.0666e+00 -4.2775e+00 -1.3599e-01 -7.7845e-01 +3.8398e+00 -3.9925e+00 +1.2972e+00 -1.6706e+00 +1.5231e+00
41 +2.179688790e+01 +2.179688790e+01 +4.856887897e+00 +4.856887897e+00 +4.6183e+00 +1.1990e+00 -3.8543e+00 -8.1083e-01 +4.3972e+00 -4.5162e+00 -1.8074e+00 -4.0134e+00 -2.2388e+00 +1.8993e+00 +7.9455e-01 +2.6175e+00 +3.3666e+00 -3.2603e+00 +3.8795e+00 +2.3267e+00 +3.7471e+00 +2.9425e+00 -2.0200e+00 -1.1126e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.386135270e+01 +2.386135270e+01 +4.267135270e+01 +4.267135270e+01 +1.6561e+00 +1.3774e+00 +3.2070e+00 -3.7547e+00 -2.3115e+00 +2.7531e-01 -4.2293e+00 +3.5425e+00 -6.2842e-01 -2.1533e+00 +3.9671e+00 +3.4918e+00 -1.4914e+00 -1.1776e+00 +1.2644e+00 -9.8559e-01 -2.8906e+00 +3.7044e+00 +4.5149e+00 +4.4218e+00
48 +1.292340563e+01 +1.292340563e+01 +3.173340563e+01 +3.173340563e+01 +2.9744e+00 -2.5063e+00 +4.5909e+00 -2.6845e-02 -3.3190e+00 +9.3076e-01 +2.3869e+00 +5.9845e-01 -5.4091e-01 -1.9293e+00 -1.5866e+00 +2.3601e-01 +3.9028e+00 -2.4804e+00 -9.1821e-01 -3.0426e+00 +2.0539e+00 +2.2616e+00 -2.2733e+00 -4.6167e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.321877888e+02 +1.321877888e+02 +4.053377888e+02 +4.053377888e+02 -4.2357e+00 +6.9864e-01 +4.1603e+00 +3.3266e+00 -4.7459e+00 +2.1557e-01 -7.1590e-01 -3.9640e+00 -4.4561e+00 -3.0672e+00 +4.4783e+00 +4.2698e+00 +2.2992e+00 -2.3058e+00 -1.3926e+00 +1.4562e+00 +1.5372e+00 +2.1687e+00 +2.8389e+00 +2.0111e+00
3 +8.136330641e+01 +8.136330641e+01 +3.545133064e+02 +3.545133064e+02 +1.9954e-01 -1.1458e+00 -1.7114e+00 -4.8013e+00 -1.6742e+00 +3.4190e+00 +1.3810e+00 +1.3908e-01 -3.3248e+00 -3.8373e+00 +4.6949e+00 +2.6482e+00 -1.7393e+00 +4.7832e+00 +4.8208e+00 +4.3044e+00 +4.6451e+00 +2.9837e+00 -2.6906e+00 +1.4538e+00
