% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.130632452e+03 +4.130632452e+03 +3.668542452e+03 +3.668542452e+03 -1.5566e+00 +3.6934e+00 -3.1429e+00 -1.2082e+00 -4.4303e+00 -1.5501e+00 +3.9549e+00 +1.6341e+00 -2.8328e+00 -3.8665e+00 +3.5072e+00 -2.2739e+00 +8.9860e-01 -3.5958e+00 -4.3737e+00 +1.5250e+00 -1.8195e+00 +1.8064e+00 +3.6715e+00 +1.1970e-01
2 +2.152545931e+03 +2.152545931e+03 +1.690455931e+03 +1.690455931e+03 -1.5051e+00 -1.1457e+00 +1.9565e+00 -2.3533e+00 -1.0498e+00 +4.0312e+00 -2.5090e+00 -3.6412e-01 +2.9027e+00 +1.4820e+00 -2.3352e+00 +1.7547e+00 +4.6082e+00 +2.1777e-01 -2.6620e+00 -3.0384e+00 -3.1488e+00 +1.3114e+00 +2.6267e+00 +4.4327e-01
15 +1.538810722e+03 +1.538810722e+03 +1.076720722e+03 +1.076720722e+03 +2.3050e+00 -3.0084e+00 +4.1543e-01 -4.8148e+00 +4.4289e+00 -2.6248e+00 +2.9033e+00 -2.1833e+00 -3.2144e+00 -3.6215e+00 -3.5866e+00 -1.0223e+00 +1.3880e+00 +1.9913e-01 +1.5273e+00 +2.3996e-01 +2.7196e+00 +1.7502e+00 +1.1556e+00 +6.6276e-01
22 +9.961081919e+02 +9.961081919e+02 +5.340181919e+02 +5.340181919e+02 +1.6418e+00 -7.4653e-01 -2.7098e+00 +2.9827e+00 -2.9070e+00 +3.5238e-01 -3.5087e+00 +2.0366e+00 -3.3442e+00 -2.5398e+00 +1.6210e+00 -1.5667e+00 +2.7014e+00 -4.5819e+00 -1.9431e+00 -3.1881e+00 -2.4972e+00 +4.3624e+00 -6.6026e-01 +4.5989e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.881388764e+03 +1.881388764e+03 +1.959048764e+03 +1.959048764e+03 +3.7519e+00 +1.2160e+00 +3.9501e+00 -3.8683e+00 +4.5276e+00 +4.0799e+00 -8.6896e-01 +3.1115e+00 +1.6815e+00 -2.7633e+00 -3.0174e+00 +1.0880e+00 +3.5767e+00 -5.4300e-01 +2.4146e+00 -4.9720e+00 +9.9210e-02 -2.7074e+00 +2.4031e+00 +5.5271e-01
7 +1.132415225e+03 +1.132415225e+03 +1.210075225e+03 +1.210075225e+03 +3.9873e+00 -8.5091e-01 +1.9817e+00 +4.1997e+00 +4.2637e+00 -2.4788e+00 +4.2230e+00 +4.3864e+00 +1.4471e+00 +2.2664e+00 +5.2813e-01 -1.0283e+00 +2.1017e+00 -1.6324e+00 -3.9454e+00 +4.3123e+00 -3.2301e-01 +8.8930e-01 +4.0371e-01 -3.0230e+00
40 +9.763989390e+02 +9.763989390e+02 +1.054058939e+03 +1.054058939e+03 +1.7925e+00 -3.7804e+00 +3.7705e+00 +7.1167e-01 -2.8325e+00 -1.6854e-01 +3.7778e+00 -4.2440e+00 +2.3785e+00 -1.7560e+00 +1.7980e-01 +2.0395e+00 -3.7252e+00 +2.5435e+00 -1.9030e+00 +2.9990e-01 -2.7761e+00 -1.9347e+00 +4.7211e+00 -7.4000e-02
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.659483603e+03 +2.659483603e+03 +2.775163603e+03 +2.775163603e+03 +4.8713e+00 -4.9770e+00 +1.0211e+00 +1.7925e-01 +4.2106e+00 -3.7974e+00 +4.1123e+00 -8.0014e-01 +4.9965e+00 -2.8661e+00 +1.5855e+00 +1.9421e+00 -2.3946e+00 +3.7073e+00 -3.4616e+00 -3.0111e+00 +4.5098e+00 +2.3931e+00 +2.1688e+00 +2.9736e+00
2 +1.601389337e+03 +1.601389337e+03 +1.717069337e+03 +1.717069337e+03 -1.6398e+00 -4.5454e+00 +4.8246e+00 -1.5665e-01 -4.8455e+00 -8.6933e-01 -7.9751e-01 -3.2707e+00 +3.9856e+00 +4.7004e+00 -2.7764e+00 -4.7223e+00 -1.8517e-02 -2.9545e+00 -8.1710e-01 -7.6896e-01 +1.4459e+00 +4.4721e+00 +2.5439e+00 +4.5173e-01
5 +1.422971018e+03 +1.422971018e+03 +1.538651018e+03 +1.538651018e+03 +3.5372e-01 -6.0259e-01 +4.6290e+00 -6.6442e-01 -3.9816e+00 -3.2753e+00 +6.3579e-01 +1.1441e+00 +2.4070e+00 +2.9997e+00 -2.8016e+00 +2.5766e+00 -9.2300e-01 -6.9055e-01 +1.2396e+00 -1.4490e+00 +1.7885e-01 -1.4507e+00 +2.3502e+00 -1.1992e+00
67 +9.886592085e+02 +9.886592085e+02 +1.104339209e+03 +1.104339209e+03 +3.9598e+00 +3.4701e+00 +2.5596e+00 -1.3093e+00 -4.7472e+00 +2.3508e+00 -4.0869e+00 -3.3053e+00 -3.9022e+00 -4.5019e+00 +1.8120e+00 -4.9201e+00 -2.8541e+00 -5.5543e-01 -4.3583e+00 -3.9650e+00 +3.4642e-01 -3.3343e+00 +2.1465e+00 -3.2664e+00
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.128719856e+03 +3.128719856e+03 +3.125009856e+03 +3.125009856e+03 +2.3318e+00 +4.7122e+00 -4.9613e+00 -1.8436e+00 +2.3838e+00 +4.3514e+00 +1.6482e-01 +2.3008e+00 +4.8524e+00 +3.3244e+00 +3.6097e+00 -4.8736e+00 +2.3152e+00 +3.6207e+00 -1.3202e+00 +3.6055e+00 -2.4101e-01 +8.1305e-03 +3.7511e+00 -3.7933e+00
3 +1.183116186e+03 +1.183116186e+03 +1.179406186e+03 +1.179406186e+03 -3.7624e+00 -1.2843e+00 +2.6805e+00 -3.2588e+00 +2.7403e+00 +1.4815e+00 -3.5551e+00 -3.8125e+00 +2.5250e+00 +2.9703e+00 +3.3562e+00 +2.6486e+00 -1.6422e+00 -4.2160e+00 -1.6688e+00 +1.1706e+00 -2.6612e+00 -1.6731e+00 +2.5321e+00 -1.6013e+00
12 +5.374198211e+02 +5.374198211e+02 +5.337098211e+02 +5.337098211e+02 +3.5343e+00 -4.8190e+00 -4.0913e+00 +3.2791e+00 +2.2162e+00 -3.4785e+00 -2.0486e+00 -8.8011e-01 -7.9083e-01 -2.2665e+00 -1.1457e+00 +1.1575e+00 +9.8884e-01 -4.7056e+00 +9.9618e-01 -1.4940e+00 +2.7794e+00 +2.7282e+00 +3.9454e+00 -2.5721e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.345721134e+03 +1.345721134e+03 +1.477901134e+03 +1.477901134e+03 -4.0262e+00 +1.2918e+00 -1.1662e+00 +3.1386e+00 +1.0442e-01 -3.9906e+00 +1.0642e+00 -6.3373e-01 +3.6732e+00 +2.0838e+00 +2.3128e+00 +4.8054e+00 +8.7389e-01 +3.8915e+00 -2.5717e+00 -3.3106e+00 -4.0599e+00 -4.1716e+00 +8.9369e-01 +1.2629e+00
16 +4.217952634e+02 +4.217952634e+02 +5.539752634e+02 +5.539752634e+02 +2.3480e+00 +2.5467e+00 +3.9268e-01 -2.8129e+00 -9.0380e-01 -1.2080e+00 -8.4368e-01 -3.0468e-02 -2.7671e+00 -2.4713e+00 -5.6976e-01 +2.9154e-01 -1.7512e+00 +3.7386e+00 -3.4915e+00 +3.3814e+00 -1.1949e+00 +3.8394e+00 -3.9290e+00 +1.4855e+00
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.222328447e+03 +2.222328447e+03 +2.180588447e+03 +2.180588447e+03 -3.8687e+00 +3.0311e+00 -1.9426e+00 -9.0125e-01 -2.1204e-01 -1.8360e+00 -1.0903e+00 +3.1666e-01 +4.4204e+00 +3.1422e+00 -2.0088e+00 +3.6174e-02 -2.7728e+00 -2.2672e-01 +2.6566e+00 +2.4569e+00 -3.4413e+00 +2.7805e+00 +1.1758e+00 +1.0547e+00
5 +1.137391010e+03 +1.137391010e+03 +1.095651010e+03 +1.095651010e+03 -4.8959e+00 -3.3903e+00 -2.0184e+00 +1.3859e+00 +3.0233e+00 -8.3063e-01 -4.2020e+00 +2.2223e+00 -8.0660e-01 +9.6104e-01 -4.7386e+00 +2.1382e-01 -1.3023e+00 +9.9305e-01 -3.8964e+00 +2.8430e+00 -2.5431e+00 -2.3959e+00 -1.7050e+00 -4.6692e-01
33 +7.664982802e+02 +7.664982802e+02 +7.247582802e+02 +7.247582802e+02 +3.6008e+00 -3.5249e+00 +1.5723e+00 +3.2565e+00 +1.4468e+00 -1.0848e+00 +1.4872e+00 +2.1489e+00 +2.4285e-01 -1.8092e+00 -3.7124e+00 -3.2003e-01 -3.9818e+00 -3.2233e+00 -1.2290e+00 -4.1450e+00 -2.2751e+00 +2.8978e+00 -3.8149e+00 +2.0587e+00
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.324516577e+03 +3.324516577e+03 +2.829656577e+03 +2.829656577e+03 -1.1056e+00 -2.0136e+00 -1.8342e+00 +7.3654e-01 +1.0239e+00 +3.3869e+00 +1.6302e+00 -4.5234e-01 -2.0044e-02 +2.0745e+00 +3.1628e+00 +3.3703e-01 -3.9455e+00 -4.7237e+00 -1.4422e+00 +4.0752e+00 +1.5202e+00 +1.8513e+00 +4.5220e+00 +4.6770e+00
2 +1.289799847e+03 +1.289799847e+03 +7.949398469e+02 +7.949398469e+02 +1.6886e+00 +4.0950e+00 -9.1696e-01 -4.5860e+00 -1.4804e+00 -7.9267e-01 -2.0310e-01 -4.1085e+00 +1.2583e+00 +4.0431e+00 +3.8310e+00 +1.0663e+00 +4.5509e+00 -2.9938e+00 -2.5452e+00 +1.0049e+00 +4.9186e+00 +1.0613e+00 +3.3911e+00 -4.8160e+00
33 +9.127574844e+02 +9.127574844e+02 +4.178974844e+02 +4.178974844e+02 +3.2177e+00 -2.0340e+00 +4.3224e+00 -4.2291e-01 -4.6929e+00 -2.1662e+00 -7.2286e-01 +4.6346e+00 -3.5672e+00 -3.0245e+00 +4.5267e+00 -1.1376e+00 +2.3725e+00 -3.0628e+00 -1.3290e+00 -8.8214e-01 +3.3585e+00 -3.2324e-01 +1.9099e+00 -3.3847e+00
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.439832299e+03 +1.439832299e+03 +1.788232299e+03 +1.788232299e+03 +1.0122e-01 +2.7825e+00 +3.3739e+00 -4.2294e+00 -2.5161e-01 +3.4763e+00 -8.2425e-01 -2.0106e+00 -1.8407e+00 -3.0034e-02 +2.7676e+00 -1.8994e+00 -6.3495e-01 -4.3439e+00 -1.5386e-02 -2.7583e+00 -3.2149e+00 -1.4639e+00 -1.4317e-01 -1.6173e+00
46 +9.060221328e+02 +9.060221328e+02 +1.254422133e+03 +1.254422133e+03 +9.5516e-01 -2.0235e+00 -5.5970e-01 +2.4042e+00 -3.2752e-01 +3.9449e+00 -2.0955e-01 -3.7265e+00 +4.0131e+00 +3.3817e+00 +1.4579e+00 +7.1315e-01 -1.0523e+00 +2.1863e+00 +2.0138e+00 +1.1068e+00 -1.6501e+00 +2.1573e-01 -1.6153e+00 -1.0526e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.129616979e+03 +4.129616979e+03 +4.133386979e+03 +4.133386979e+03 +4.4623e-01 -2.1432e+00 -3.7988e+00 +1.6900e+00 +2.3394e+00 +4.5719e+00 +4.8307e+00 +4.4560e+00 +3.5980e+00 -1.7296e+00 +3.8584e+00 -4.7595e-01 +4.9959e+00 +3.1981e+00 +2.5264e-01 -3.6796e-01 +1.6206e+00 +3.9574e+00 -1.3817e+00 +7.2699e-01
2 +2.695760850e+03 +2.695760850e+03 +2.699530850e+03 +2.699530850e+03 +3.2582e+00 +4.2883e+00 +1.5901e+00 -2.4799e+00 -2.6978e+00 +4.8012e+00 -3.4480e+00 -2.4601e+00 -1.2475e+00 +3.2745e+00 +3.8467e-01 -7.2241e-01 +4.1910e+00 +3.6534e+00 -4.5224e+00 -1.4054e+00 +2.5887e+00 +1.3693e+00 +2.2135e+00 +2.2581e+00
3 +2.100307270e+03 +2.100307270e+03 +2.104077270e+03 +2.104077270e+03 +6.5978e-01 +4.7476e-01 -3.4606e+00 +4.1123e+00 -3.8501e+00 +3.2822e+00 -3.7500e+00 +1.4025e+00 -4.0431e+00 -1.3165e+00 -4.5177e-01 +3.0724e+00 +2.7509e-01 -2.2785e+00 +2.7996e+00 -3.2433e+00 +4.9194e+00 -4.6309e+00 +1.5030e+00 +4.9526e+00
15 +1.279502495e+03 +1.279502495e+03 +1.283272495e+03 +1.283272495e+03 -4.8013e+00 -3.0465e+00 -1.3794e+00 -2.5553e+00 -2.8443e-01 +2.7088e+00 -3.6446e+00 +1.5741e+00 -4.9381e+00 -1.2006e+00 +1.9571e-01 +2.6290e+00 -3.1420e+00 -3.3193e+00 +1.2064e+00 +1.4672e+00 +4.4021e+00 -7.6418e-01 +4.3068e+00 -1.1891e-01
32 +9.809463277e+02 +9.809463277e+02 +9.847163277e+02 +9.847163277e+02 -1.9499e+00 +3.3240e+00 -3.5654e+00 -3.0505e-02 +1.7959e+00 -1.8697e+00 +1.6581e-02 -2.4153e+00 +3.3234e+00 -8.5138e-01 +1.2659e+00 -2.7073e+00 -5.1445e-01 -3.8447e+00 -3.7271e+00 +1.4720e+00 -7.0467e-01 -2.1901e+00 +1.5971e+00 -1.2200e+00
108 +6.019472771e+02 +6.019472771e+02 +6.057172771e+02 +6.057172771e+02 +4.7877e+00 +3.8859e+00 +1.2676e-01 -1.3248e+00 -2.4273e+00 +4.3700e+00 +2.1249e+00 +1.9834e+00 -2.6977e-01 -4.9117e+00 +3.4273e+00 +2.4091e+00 -2.3851e+00 -4.8462e-01 -2.2328e+00 +2.5010e+00 -2.4212e+00 -2.9610e+00 +4.8074e-01 +2.1199e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.887640423e+03 +3.887640423e+03 +3.925340423e+03 +3.925340423e+03 -4.0216e+00 +3.0316e-01 +2.3049e-01 +3.1423e+00 +4.6622e+00 +4.3988e+00 -2.3751e+00 +7.5031e-01 +2.5551e+00 +4.8305e+00 -2.9622e+00 +3.1735e+00 -6.3828e-01 -7.1243e-01 -4.3890e+00 -4.3637e+00 +4.3598e+00 +3.0053e+00 +1.2217e+00 +2.7186e+00
3 +1.321087588e+03 +1.321087588e+03 +1.358787588e+03 +1.358787588e+03 +1.9973e+00 +6.1763e-01 +2.5105e-01 +4.9457e+00 +1.0215e+00 -4.6828e+00 +2.9083e+00 -2.2013e+00 +2.8742e+00 +4.1081e+00 +2.8683e+00 -1.0241e+00 +4.6455e+00 -9.1764e-02 +4.8764e+00 +2.3549e+00 -4.5744e+00 -1.1600e+00 -4.1072e+00 +1.6134e+00
11 +7.352908487e+02 +7.352908487e+02 +7.729908487e+02 +7.729908487e+02 +9.6392e-01 -4.3751e+00 -2.9657e+00 +2.2040e+00 -1.3389e+00 +4.1146e+00 -8.2844e-01 -4.6905e+00 +1.3829e+00 -3.7565e-01 +1.4242e+00 -4.6407e+00 -4.8015e+00 +2.4683e+00 +9.5337e-01 +4.3767e-01 -9.9773e-01 -2.4461e+00 +2.6168e+00 +3.5893e+00
145 +5.744163492e+02 +5.744163492e+02 +6.121163492e+02 +6.121163492e+02 -2.7317e+00 +3.5406e+00 -3.4574e+00 -3.8771e+00 +2.5295e-01 +1.1698e+00 +4.3089e+00 -3.8781e+00 +2.5779e+00 -3.0709e-01 -1.9700e+00 -9.6429e-01 +3.2498e+00 +3.2771e-01 +2.0251e+00 -1.0486e+00 -4.8040e+00 -4.9687e+00 +4.6042e+00 +1.2888e+00
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.389889932e+03 +5.389889932e+03 +6.085579932e+03 +6.085579932e+03 -3.4611e+00 +1.3414e+00 +3.4114e+00 +3.3947e+00 +1.2869e+00 -2.0796e-01 -2.0469e+00 +4.6590e+00 -3.9087e+00 -3.3797e+00 -2.7114e+00 +2.1808e+00 +5.1846e-01 -3.9090e+00 -2.6557e+00 -8.2171e-01 -4.5359e+00 -4.7169e+00 -4.0065e+00 +4.1763e+00
3 +9.855807666e+02 +9.855807666e+02 +1.681270767e+03 +1.681270767e+03 -1.5982e+00 +2.1015e+00 -4.1697e+00 +3.4300e+00 -2.8389e+00 +1.5346e+00 +2.8777e+00 -1.4613e+00 -4.9306e+00 +1.4130e+00 +1.9325e+00 +3.6853e+00 -4.0867e+00 +1.0024e+00 -4.4895e+00 -1.7115e+00 +3.2346e+00 -5.7925e-01 -4.5235e+00 -2.9200e+00
