% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.037701142e+02 +1.037701142e+02 +1.751201142e+02 +1.751201142e+02 +3.7484e+00 +4.2109e+00 -1.7917e+00 -4.4364e+00 +1.9219e-01 -4.3669e+00 +2.8108e+00 -5.4435e-01 +3.3424e+00 -1.0674e+00 +5.3251e-01 -2.3796e+00 +2.4436e+00 -3.7342e-01 +4.4723e+00 +2.8873e-01 +1.8898e+00 +1.1224e+00 +1.1202e-01 -2.6368e+00
2 +8.561595102e+01 +8.561595102e+01 +1.569659510e+02 +1.569659510e+02 -3.6642e+00 +4.7260e+00 +8.9924e-01 -3.8594e-01 -4.6857e+00 +4.8203e+00 -1.4478e+00 +1.7882e+00 +1.1065e+00 +1.1645e+00 +4.8242e+00 +2.5341e+00 -3.1344e+00 +4.9207e+00 -1.2974e+00 +1.8988e-02 +4.9139e+00 -1.7491e+00 +3.2284e+00 -2.1731e+00
4 +5.164034337e+01 +5.164034337e+01 +1.229903434e+02 +1.229903434e+02 +1.7592e+00 +3.1821e+00 +2.5726e+00 -1.3707e+00 -2.4734e+00 +3.7955e+00 +4.4969e+00 -1.9886e+00 -4.1374e+00 +4.1666e+00 +9.9603e-01 +3.6675e+00 +1.6653e+00 +2.8123e+00 +4.2022e+00 -2.7245e+00 +3.4627e+00 -3.3771e+00 -5.6751e-01 +4.9494e+00
36 +3.854256381e+01 +3.854256381e+01 +1.098925638e+02 +1.098925638e+02 -4.3425e+00 +7.1187e-01 +2.9319e+00 -2.9221e+00 -1.3658e+00 -1.7735e+00 +4.4889e+00 +3.9523e+00 -1.9238e+00 +3.4147e+00 -2.3864e+00 +3.6847e+00 +1.8156e+00 -2.6888e+00 +5.0497e-01 -3.9093e+00 -2.9340e+00 +3.4389e+00 -4.2164e+00 +2.5693e-02
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.868898784e+01 +7.868898784e+01 -2.765310122e+02 -2.765310122e+02 -1.2201e+00 +3.9204e+00 +3.3859e+00 -3.0337e+00 +4.9419e+00 -1.5816e+00 -1.9329e+00 +2.0159e+00 +1.3931e+00 +4.8424e+00 +3.7849e+00 -8.6688e-01 +1.8561e+00 -1.2947e+00 -2.4666e+00 -2.7746e+00 +2.3604e+00 -1.9240e+00 +2.4485e-01 +1.8146e+00
6 +5.185875218e+01 +5.185875218e+01 -3.033612478e+02 -3.033612478e+02 +4.2665e+00 -3.1037e+00 +8.8560e-01 +4.3271e+00 +3.1620e+00 +1.2733e+00 +2.4589e+00 -1.5603e+00 -4.3283e+00 +3.0546e-01 +2.0334e+00 -2.5493e+00 +2.4662e+00 -6.4168e-01 -2.1346e+00 -5.6616e-01 -3.0919e-01 -2.0159e+00 -1.9903e+00 +4.4181e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.717425621e+01 +6.717425621e+01 +1.663442562e+02 +1.663442562e+02 +4.8845e+00 -3.7629e+00 -1.8268e+00 +3.0632e+00 +8.9777e-01 -1.8548e+00 -3.3945e+00 -2.4938e+00 -1.0393e+00 +1.9303e+00 +4.7901e-01 +4.9605e+00 +1.5173e+00 -4.9442e+00 +4.2480e+00 +3.1502e+00 -4.0627e-01 -2.6080e+00 -3.7736e+00 +2.5105e+00
8 +6.237467179e+01 +6.237467179e+01 +1.615446718e+02 +1.615446718e+02 -1.9038e+00 +2.9451e+00 -7.5397e-01 -4.7044e+00 -3.7240e+00 +3.3481e+00 +1.6840e+00 -3.1227e-01 +1.6067e+00 +1.6063e+00 +4.7505e+00 +2.2831e+00 +2.5953e+00 +1.3849e+00 +4.5345e+00 +4.9575e+00 -6.7120e-01 +4.5548e-01 -2.6168e+00 +8.0699e-01
124 +3.799315835e+01 +3.799315835e+01 +1.371631584e+02 +1.371631584e+02 -1.6832e+00 +8.1284e-01 -4.5650e+00 +1.6023e+00 -2.4340e-01 -1.5530e+00 +8.5754e-01 +4.3449e+00 +4.6093e+00 +3.7432e+00 +4.4615e+00 -4.6948e+00 +2.7948e+00 +1.3148e+00 -3.1706e+00 +4.3064e+00 -1.4982e+00 -4.4443e+00 +4.2856e+00 +3.7554e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.425980117e+01 +7.425980117e+01 -4.436501988e+02 -4.436501988e+02 -3.4857e+00 -1.0867e+00 -1.4430e+00 +3.0250e+00 -1.0208e+00 +3.3178e+00 -1.6900e+00 +3.7545e+00 +3.0097e+00 +4.3760e+00 +4.5302e+00 -2.6771e+00 -1.0128e+00 -4.6035e+00 -6.5410e-01 +2.0535e+00 -3.4297e+00 -4.4054e+00 +3.9678e-01 +1.3293e+00
3 +5.610490695e+01 +5.610490695e+01 -4.618050930e+02 -4.618050930e+02 +4.4894e+00 -2.1603e+00 -3.6885e+00 -4.2998e+00 +3.2538e+00 -2.4346e+00 +3.5082e+00 +6.1111e-01 -3.3258e+00 +3.9027e+00 +2.4610e+00 -4.3135e+00 -1.7124e+00 +3.7638e+00 +4.9716e+00 -3.6152e+00 +1.3598e+00 -1.0928e+00 +3.3844e+00 -1.2984e+00
16 +3.385541820e+01 +3.385541820e+01 -4.840545818e+02 -4.840545818e+02 +2.8278e+00 +1.6671e+00 +4.1822e+00 -4.9315e-01 -4.9167e-01 +1.7296e+00 -1.3200e+00 -2.0449e+00 +1.3478e+00 +2.3613e+00 +3.3531e+00 -7.2816e-01 -4.2424e+00 +2.3762e+00 +3.0805e+00 -1.8861e+00 -2.1459e+00 -6.7014e-01 +1.5706e-01 -8.1213e-01
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.658232702e+01 +6.658232702e+01 +9.372327019e+00 +9.372327019e+00 -4.6735e+00 +1.6663e+00 -2.9654e+00 -3.3670e+00 +3.8762e+00 -3.3192e-01 -4.0213e+00 -9.5897e-01 -2.4688e+00 -4.6217e+00 +2.1038e-01 -3.9600e+00 +1.4909e+00 +1.0138e+00 +2.2431e+00 +4.9180e+00 -3.2935e+00 +2.7216e+00 +3.6184e+00 +3.2348e+00
3 +5.264640593e+01 +5.264640593e+01 -4.563594069e+00 -4.563594069e+00 +4.3145e+00 +4.4175e+00 -4.7256e+00 +1.4496e+00 -3.5114e+00 -3.1056e-01 -6.5934e-02 +1.7909e+00 +9.0641e-01 +2.2406e+00 -4.7106e+00 +4.7119e+00 -1.1351e+00 +8.5423e-01 -7.2255e-01 -3.0326e+00 +3.2481e+00 +3.9676e+00 +4.1843e+00 +4.2471e+00
9 +3.752052075e+01 +3.752052075e+01 -1.968947925e+01 -1.968947925e+01 -2.6463e+00 +3.3568e-01 +1.1413e+00 -5.3176e-01 +4.4213e+00 +1.8313e+00 +1.1971e+00 +3.4885e+00 +1.2837e+00 +3.3039e+00 +4.8877e-01 -6.0981e-01 +7.0199e-02 +4.9031e+00 +2.0824e+00 -4.0963e+00 +2.2624e+00 +2.4559e+00 +1.5175e+00 -4.1645e+00
% function evaluation | noise-free fitness - Fopt (6.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.737308660e+01 +9.737308660e+01 +1.041430866e+02 +1.041430866e+02 +4.4328e+00 -2.2749e+00 +4.6217e+00 +3.7698e+00 +3.4583e-01 -2.5512e+00 -2.2896e+00 +3.5083e+00 -4.9587e+00 -1.9022e+00 -1.0092e+00 -5.8574e-01 +9.6580e-01 +2.7401e+00 +3.0766e+00 +1.3480e+00 +1.2136e-01 -1.6552e+00 -4.5246e-01 -3.8148e+00
17 +5.803726979e+01 +5.803726979e+01 +6.480726979e+01 +6.480726979e+01 +4.2790e+00 +2.0614e-01 -4.5267e+00 -4.7046e+00 +4.9311e+00 +2.2912e+00 -1.0201e+00 -7.1195e-01 +1.7170e+00 -1.4454e+00 +6.0448e-01 +1.4652e+00 +4.5210e+00 +4.7122e+00 -4.7708e+00 +1.0810e+00 +2.8966e-02 +2.8514e-01 +3.4407e+00 -9.6305e-01
46 +3.335313969e+01 +3.335313969e+01 +4.012313969e+01 +4.012313969e+01 -4.1440e-02 -2.8827e+00 +2.7805e+00 +2.1014e+00 -3.9324e-01 -3.5109e+00 +3.4580e+00 +4.3411e+00 +1.9620e+00 -3.7472e+00 -4.5000e+00 -4.1845e+00 +2.9568e+00 -9.1893e-01 -4.4015e+00 +3.7319e+00 -2.3894e+00 -2.3317e-01 -3.6399e+00 +1.5754e+00
% function evaluation | noise-free fitness - Fopt (-1.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.316881083e+01 +8.316881083e+01 +7.238881083e+01 +7.238881083e+01 -3.5326e+00 +4.9749e+00 -9.2860e-02 +1.1300e+00 -2.0320e+00 -2.4436e+00 -1.7524e+00 +3.6390e+00 +3.6550e+00 +3.3311e+00 -3.9967e+00 -3.1442e+00 +4.4548e+00 -6.0884e-01 +3.4444e+00 -2.3049e+00 +4.6473e-01 +2.7265e-01 -3.1528e+00 -2.1146e+00
4 +5.563397033e+01 +5.563397033e+01 +4.485397033e+01 +4.485397033e+01 -2.2857e+00 -3.5799e+00 +3.7455e+00 -1.7963e+00 +2.4892e+00 -2.8395e+00 +2.2656e+00 +3.4457e+00 +4.8808e+00 -3.9499e+00 +3.9236e+00 +2.0626e+00 +1.9005e+00 -3.1499e+00 +3.4957e+00 -4.9585e-01 -3.8132e+00 +2.5362e+00 +2.2927e+00 -4.9427e+00
% function evaluation | noise-free fitness - Fopt (-1.645900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.806221901e+01 +4.806221901e+01 -1.165277810e+02 -1.165277810e+02 -4.9480e+00 +3.9759e+00 +1.4238e+00 -4.5088e+00 -2.6032e+00 -4.3400e+00 +4.8267e+00 -4.9685e+00 +3.1230e+00 -1.9442e+00 -4.6406e+00 -4.8483e+00 +4.5087e+00 +4.8118e+00 -1.6186e+00 +4.8046e+00 +1.4459e+00 -2.9538e+00 +4.0624e+00 -1.7579e+00
127 +3.756734508e+01 +3.756734508e+01 -1.270226549e+02 -1.270226549e+02 -4.0449e+00 +4.9375e+00 +3.9444e+00 -1.9953e+00 +4.2855e+00 -1.8308e+00 +4.0864e+00 -4.6829e+00 +7.7389e-01 +1.0205e+00 +3.1252e+00 +3.5412e+00 +4.5882e+00 -4.8644e+00 -3.2854e+00 -4.2889e+00 +3.9937e+00 +3.4697e+00 -4.3222e+00 +3.7005e+00
% function evaluation | noise-free fitness - Fopt (-1.429800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.596052979e+01 +7.596052979e+01 -6.701947021e+01 -6.701947021e+01 +3.8602e+00 -4.2550e+00 +4.7106e+00 +2.6469e+00 +5.9317e-02 -7.4089e-01 +4.2550e+00 +2.2955e+00 -1.2944e+00 -3.9179e-01 +4.8105e-01 -1.6615e+00 +8.5426e-01 +1.3975e+00 +3.9261e+00 -2.1058e+00 -2.2449e+00 -4.8929e+00 +4.6010e+00 -1.7805e+00
9 +6.024783100e+01 +6.024783100e+01 -8.273216900e+01 -8.273216900e+01 +1.6846e+00 -1.8673e+00 +3.2141e+00 -1.4883e+00 -5.1464e-01 +4.5785e+00 +2.6411e+00 +4.4513e+00 +3.2216e+00 +4.2415e+00 -3.5390e+00 -1.2109e-01 +4.3784e+00 -1.4116e-01 +3.1961e+00 +3.8398e+00 +4.0054e+00 -2.1659e+00 +2.8871e+00 +3.0719e+00
52 +2.669310740e+01 +2.669310740e+01 -1.162868926e+02 -1.162868926e+02 +4.7553e+00 -4.3347e+00 +2.6695e+00 +4.2033e+00 -4.5251e+00 +2.5744e+00 -4.5294e+00 -3.0882e+00 -4.6006e+00 -1.1810e+00 +9.0120e-01 -4.6342e+00 -2.5459e+00 +1.3007e+00 +4.0221e+00 +6.6762e-01 +2.3125e+00 +3.7858e+00 +1.3599e+00 +8.3323e-01
% function evaluation | noise-free fitness - Fopt (2.468600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.385867129e+01 +8.385867129e+01 +3.307186713e+02 +3.307186713e+02 -1.9222e+00 -3.1829e+00 -3.9528e+00 +2.9698e+00 +2.4014e+00 +1.4530e+00 +7.9355e-01 +2.4435e+00 -1.2492e+00 +1.8100e+00 -2.3864e-01 -5.4324e-02 -4.2391e+00 +1.3515e+00 +5.3617e-01 +5.3563e-01 +2.5590e-02 -3.7816e-02 +3.5468e+00 -5.6296e-01
