% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.732123069e+07 +1.732123069e+07 +1.732102081e+07 +1.732102081e+07 -4.3778e+00 -4.0838e+00 +4.7731e+00 +9.5094e-01 -9.9986e-01 -8.7442e-01 +5.1830e-01 -2.4274e+00 -4.3604e+00 +4.4819e+00 +1.7296e+00 -4.5896e+00 -4.4862e+00 -2.6322e-01 -3.4287e+00 -2.9249e-01 -3.3635e-01 +1.6906e+00 +4.2280e-01 -1.4003e+00
4 +1.495496863e+07 +1.495496863e+07 +1.495475875e+07 +1.495475875e+07 -1.9086e+00 -3.8759e+00 -4.9861e+00 -1.8939e+00 -1.2731e+00 +3.9160e+00 +1.5650e+00 -1.7195e+00 +3.2019e+00 -1.8572e+00 +3.4744e+00 -1.6763e+00 +3.6913e+00 +4.6278e+00 -1.8980e+00 +1.8623e-01 +4.5464e+00 -1.8462e+00 -7.0992e-01 +1.8534e+00
14 +8.507392732e+06 +8.507392732e+06 +8.507182852e+06 +8.507182852e+06 +3.0303e+00 +1.8271e+00 -3.9359e+00 +5.4509e-01 +4.3685e+00 +4.7037e+00 -4.6306e+00 -2.1353e+00 -1.2861e+00 -2.8127e+00 +1.9836e+00 -2.5556e+00 -4.6441e+00 -1.7036e+00 +3.2179e+00 -1.3137e+00 -3.1395e+00 +2.3166e-01 -3.7786e+00 -9.6738e-02
63 +4.325649074e+06 +4.325649074e+06 +4.325439194e+06 +4.325439194e+06 -4.3326e+00 +3.6629e+00 +1.0796e+00 +3.0186e+00 -9.8263e-01 +4.3237e+00 -4.5783e+00 +3.2480e+00 -2.1691e+00 -2.7485e+00 +1.5317e+00 -1.0277e-01 +3.5075e+00 -4.1004e+00 -4.7675e+00 -3.6780e-04 +9.4042e-01 +4.8289e+00 -1.2417e+00 +1.9664e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.338555780e+07 +1.338555780e+07 +1.338546571e+07 +1.338546571e+07 +3.6001e+00 +2.2356e+00 -4.2758e+00 +2.1812e+00 +3.3654e+00 -1.9772e+00 +2.8234e+00 -1.3610e+00 +4.1242e+00 +1.4349e+00 -1.6913e+00 +3.2236e-01 -3.1326e+00 -2.7873e+00 -5.6477e-01 +2.3326e+00 +2.9154e+00 +4.5559e+00 +3.4050e+00 -3.8289e+00
9 +9.663561782e+06 +9.663561782e+06 +9.663469692e+06 +9.663469692e+06 +2.9506e+00 +2.9256e-01 -4.1064e+00 +4.9197e+00 -3.0009e+00 +4.1025e-01 -9.4341e-01 -4.4806e+00 -2.2119e+00 -2.2706e+00 -7.5768e-01 -4.6485e+00 +4.5844e+00 +2.0981e+00 +4.3448e+00 -1.1899e+00 +2.1565e+00 +9.1140e-01 -5.2321e-01 -4.5420e-01
12 +5.076777343e+06 +5.076777343e+06 +5.076685253e+06 +5.076685253e+06 -1.7615e+00 +4.3627e-01 -3.4815e+00 +2.8557e+00 +1.7264e+00 -2.6851e+00 +6.6069e-01 -9.9615e-01 -1.2113e-01 +4.6275e-01 -1.7807e+00 -3.2116e+00 +1.1464e+00 +3.1520e+00 +2.5270e+00 +1.8866e+00 -3.8200e+00 +4.7347e+00 +4.8987e+00 -1.1312e+00
13 +2.676541464e+06 +2.676541464e+06 +2.676449374e+06 +2.676449374e+06 -6.2895e-01 -3.7326e+00 +3.4746e+00 +4.0050e+00 -4.8896e+00 -1.4173e+00 +2.6339e+00 -8.4448e-01 -7.7317e-01 +2.7628e+00 +1.1387e+00 -4.2610e-01 -2.5683e+00 -1.9641e+00 -3.5900e+00 +2.3541e-02 -6.8559e-01 +2.8913e+00 +1.5300e+00 -1.1713e+00
22 +1.670022760e+06 +1.670022760e+06 +1.669930670e+06 +1.669930670e+06 +4.8289e+00 +3.7786e+00 -3.7800e+00 -4.5271e-01 +3.2831e+00 -4.2676e+00 +1.8008e+00 +9.0199e-01 +4.7793e+00 +2.8110e+00 +4.7586e-01 -2.4443e+00 -1.6151e+00 +1.4475e+00 +4.3519e+00 +2.9618e+00 -4.0594e+00 +2.8431e+00 +3.8689e-01 -1.3452e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.081695159e+07 +1.081695159e+07 +1.081686370e+07 +1.081686370e+07 +1.0317e+00 -1.8814e+00 +1.2083e+00 -1.5033e+00 -1.6229e+00 +2.6409e+00 +3.4139e+00 +4.3322e+00 +3.3089e+00 -2.4353e+00 +5.9044e-01 +4.3500e+00 +4.2889e+00 -1.2146e+00 -2.4603e-01 -9.9881e-01 -3.9266e+00 -1.4056e+00 -3.0450e+00 +4.3892e+00
7 +4.294411390e+06 +4.294411390e+06 +4.294323500e+06 +4.294323500e+06 +3.8392e+00 +4.9399e+00 +3.8268e+00 -3.0100e+00 +3.0381e+00 +7.7547e-01 +3.5529e+00 +2.5361e+00 -3.5793e+00 +4.9416e+00 +2.8187e+00 -1.0453e-01 +3.4318e-01 +7.0950e-01 +1.6567e+00 +2.3164e+00 +3.7579e+00 +4.2547e+00 -2.0634e+00 +3.7634e+00
21 +3.783444537e+06 +3.783444537e+06 +3.783356647e+06 +3.783356647e+06 -4.9568e+00 +3.4571e+00 +4.4092e-01 -1.6675e+00 +3.1118e+00 +1.7871e+00 -1.4945e+00 -4.5172e-01 +7.1221e-01 -2.3988e+00 -2.6195e+00 -1.9521e+00 +3.0773e+00 -1.7834e+00 +3.6600e+00 +7.6243e-01 +2.6237e+00 +3.2483e+00 -1.4150e+00 +4.1942e+00
157 +1.316918919e+06 +1.316918919e+06 +1.316831029e+06 +1.316831029e+06 -1.2482e+00 +4.8282e+00 +2.9238e+00 -1.3367e+00 -2.2547e+00 -2.6784e+00 -4.6434e+00 -1.9828e+00 -1.7679e+00 +2.7069e+00 -3.0946e-01 -6.0510e-01 +7.9061e-01 +1.1534e+00 +2.0420e+00 -4.4298e+00 +2.2467e-01 +2.7518e+00 -1.1683e+00 +3.7296e+00
