% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.074401389e+01 +1.074401389e+01 +1.761401389e+01 +1.761401389e+01 +1.2254e+00 +3.4909e+00 +2.0326e+00 +2.1730e+00 +2.8787e+00 +3.9654e+00 -1.6149e+00 -4.6796e+00 -2.3970e+00 +3.6407e+00 -3.4866e+00 -4.8495e-01 -1.1732e+00 -1.3010e+00 +1.8346e+00 +2.6973e+00 +4.7389e+00 -2.5388e+00 -2.3207e+00 +2.1983e+00
4 +3.987988120e+00 +3.987988120e+00 +1.085798812e+01 +1.085798812e+01 +1.7142e+00 -7.2063e-01 +7.6553e-02 +4.3388e+00 -3.4207e+00 -4.2983e+00 -2.3377e+00 +2.5765e+00 +4.2109e+00 -6.2670e-01 -9.7775e-01 -2.7345e+00 -3.7507e+00 +2.9342e+00 -1.8554e+00 -2.2362e+00 -1.4392e+00 +3.4567e+00 -8.1271e-01 -2.9475e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.558714222e+00 +4.558714222e+00 +4.568714222e+00 +4.568714222e+00 -1.5088e+00 +2.4368e+00 -1.5506e-01 +1.4703e+00 +2.5676e-01 +6.4892e-01 -4.1972e-01 +2.2203e+00 -2.4751e+00 -2.5435e+00 -2.5257e-01 -4.1280e+00 +4.7709e+00 +3.5879e+00 +2.4298e+00 -1.0826e+00 +3.9470e+00 +1.2731e+00 +3.8775e+00 -1.6870e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.103451445e+01 +1.103451445e+01 -1.195754856e+02 -1.195754856e+02 +7.3102e-02 +4.4057e+00 +1.1751e+00 -3.0141e+00 -1.8319e-01 -3.5101e+00 -3.4878e-01 -4.2204e+00 -1.9704e+00 +5.8130e-01 +4.2960e-01 +7.4363e-01 -4.2811e+00 -1.8495e+00 +1.0287e+00 -3.4271e+00 -4.3709e-01 -1.5076e-01 -3.0988e+00 -2.0910e+00
3 +9.769154157e+00 +9.769154157e+00 -1.208408458e+02 -1.208408458e+02 +2.0612e+00 -4.9254e+00 +2.5872e+00 +2.2198e+00 +3.3863e-01 +1.2397e+00 -4.9381e+00 -3.6266e+00 -3.4376e+00 +2.6514e+00 -4.5818e+00 -3.5465e+00 +3.9163e+00 +4.6790e+00 -2.4047e+00 +2.4285e+00 +3.9213e+00 +1.6567e+00 +1.6498e+00 -3.1946e+00
18 +5.809888932e+00 +5.809888932e+00 -1.248001111e+02 -1.248001111e+02 +1.6767e+00 +2.5922e+00 +4.0206e+00 +3.3938e+00 -4.6646e+00 -3.0509e+00 +5.4324e-04 +6.3536e-01 -3.5149e+00 +4.0965e+00 -2.1290e+00 +4.3125e+00 -3.3767e+00 +6.4467e-01 +2.0977e+00 +2.3154e+00 +4.5919e+00 +1.0722e+00 -1.2975e+00 -2.3732e+00
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.535737156e+01 +1.535737156e+01 -2.077626284e+02 -2.077626284e+02 -1.8521e+00 -3.4707e+00 -4.2999e-01 +4.4337e+00 +1.5656e+00 -5.5484e-01 -9.4651e-01 +3.8205e+00 +2.1448e+00 +4.9908e+00 -1.2901e+00 +4.3995e+00 -7.0071e-01 -4.0878e+00 -1.3100e+00 +2.2776e+00 +3.1202e+00 -2.8264e+00 +2.4283e-01 -5.0439e-01
25 +7.656285947e+00 +7.656285947e+00 -2.154637141e+02 -2.154637141e+02 -4.3452e+00 -1.3823e+00 +8.2083e-01 -4.2971e+00 -4.9461e+00 +2.0898e+00 -3.6536e+00 -1.5900e+00 -3.2610e-01 -2.4739e+00 -3.6215e+00 +4.9284e+00 +2.9656e+00 +4.7894e+00 +8.7980e-01 +1.3283e+00 -4.8274e+00 -2.8581e+00 -1.3477e+00 -2.7449e-01
47 +5.075885665e+00 +5.075885665e+00 -2.180441143e+02 -2.180441143e+02 -1.3714e+00 +2.0924e+00 -4.2432e-01 -4.9865e+00 +3.3265e+00 +9.0323e-01 -2.6028e+00 -4.4376e+00 +3.2683e+00 +4.8942e+00 +3.2782e+00 +3.4607e+00 +2.7379e+00 +3.4081e+00 -1.9081e+00 +2.0761e+00 -4.8758e-01 -2.6439e+00 +2.3139e+00 +5.4160e-01
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
