% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.793541245e+04 +1.793541245e+04 +1.747332245e+04 +1.747332245e+04 -2.3289e+00 -9.7330e-01 +3.1564e+00 +4.6980e+00 -2.5612e-01 -2.2388e+00 +4.8546e+00 -4.9330e+00 -4.9455e+00 +1.4178e+00 +3.3920e+00 -2.5583e+00 +4.4719e+00 -4.9886e+00 +3.0344e+00 +8.1381e-01 +3.3660e+00 +3.6298e+00 -2.5320e+00 +2.4345e+00
2 +9.887084577e+03 +9.887084577e+03 +9.424994577e+03 +9.424994577e+03 +3.5767e+00 +1.0219e+00 +4.0521e+00 -4.4255e-01 +2.6015e+00 -1.8029e+00 +7.9095e-01 -1.8694e+00 +3.5322e+00 +8.2045e-01 +1.9148e+00 -3.4685e+00 -4.3265e+00 +1.7583e+00 +1.6922e+00 -6.8650e-01 +2.6539e+00 -2.4184e+00 +4.8402e+00 +8.1560e-01
3 +5.025516962e+03 +5.025516962e+03 +4.563426962e+03 +4.563426962e+03 +2.4735e-01 -2.9766e+00 +1.6083e+00 -3.5701e+00 +1.9879e+00 +3.4069e+00 -3.4599e+00 +8.2599e-01 +4.7425e+00 +4.6166e-01 -2.0953e+00 -4.7476e+00 -2.3093e+00 -3.1941e+00 -2.9660e+00 -1.4684e+00 +1.7901e+00 -3.5967e+00 -4.8942e+00 +2.5120e+00
4 +2.353033889e+03 +2.353033889e+03 +1.890943889e+03 +1.890943889e+03 -4.0984e+00 +2.2283e+00 +1.4181e+00 -1.0158e-01 -4.1207e+00 -1.6064e+00 +3.9196e+00 +4.0857e+00 -1.1500e+00 -8.9001e-01 +4.3608e+00 -2.5872e+00 -2.3684e+00 +3.0426e-01 -3.9051e+00 -1.4282e+00 +4.6208e-01 -3.8645e+00 +3.2216e+00 -2.1209e+00
9 +1.464064705e+03 +1.464064705e+03 +1.001974705e+03 +1.001974705e+03 -9.3095e-01 +2.2069e-01 +1.9827e+00 +2.0448e+00 +2.7620e+00 +2.7273e+00 +1.5637e+00 -6.4669e-01 -4.7749e+00 +2.7701e+00 -3.6291e+00 -3.7658e+00 -1.3500e+00 +4.3002e+00 -3.6452e-01 +8.3145e-01 +8.8029e-01 +1.6036e+00 -2.9559e+00 +2.5000e+00
43 +9.485574583e+02 +9.485574583e+02 +4.864674583e+02 +4.864674583e+02 -1.0784e-01 +1.3215e+00 +1.8634e+00 +2.6310e+00 +3.0342e+00 -2.1360e+00 +8.6269e-01 -9.3007e-01 -2.4207e+00 -4.2936e+00 +3.4564e-01 -5.9161e-01 -1.6175e+00 -7.5565e-01 -2.0278e+00 -3.9265e+00 -7.3709e-01 +1.9464e+00 -2.2322e+00 -1.7762e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.977143642e+03 +1.977143642e+03 +2.054803642e+03 +2.054803642e+03 -4.8314e-01 -3.3257e+00 -1.0209e+00 -3.0957e+00 -2.6474e+00 +5.3760e-01 -2.8827e+00 -4.9512e+00 +1.7555e+00 -7.8873e-02 -2.1111e+00 -2.0278e+00 +7.5462e-01 -4.5802e+00 +1.3029e+00 -3.1675e-01 -7.4412e-01 -1.0476e+00 +2.5311e+00 +4.4041e+00
3 +6.339826672e+02 +6.339826672e+02 +7.116426672e+02 +7.116426672e+02 -3.1587e+00 -2.0366e-01 -1.1095e+00 -2.3327e+00 +2.4139e+00 +1.2531e+00 -2.6595e+00 -4.8018e-01 -2.4622e+00 -3.2820e+00 +1.9044e+00 +1.7538e-01 -1.9607e+00 -2.8470e+00 -1.3315e+00 +1.2075e+00 -2.3476e+00 -4.8345e+00 -3.0634e-01 -1.3645e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.353623546e+03 +1.353623546e+03 +1.469303546e+03 +1.469303546e+03 -7.4837e-01 -4.8448e+00 +2.0663e+00 -3.0429e-01 +1.7135e+00 -2.3871e+00 +9.1250e-02 +4.6755e+00 +3.0823e+00 +4.1578e+00 -7.4950e-02 +2.7786e+00 -1.8569e+00 +2.6435e+00 -2.5456e+00 +1.4615e+00 -6.2039e-01 -1.2832e+00 +2.8418e+00 -1.3982e+00
28 +8.405686003e+02 +8.405686003e+02 +9.562486003e+02 +9.562486003e+02 +6.5621e-01 +4.4901e+00 -4.6839e+00 -2.7511e+00 -1.1729e+00 -3.3042e+00 +3.6372e+00 +4.5015e+00 -1.0680e+00 -4.9142e+00 +1.6952e+00 -5.0100e-01 -1.0697e+00 +1.2488e+00 -1.6742e-01 -2.8289e-01 -2.6243e+00 +3.6736e+00 +3.5458e-01 -4.8273e+00
198 +5.328800444e+02 +5.328800444e+02 +6.485600444e+02 +6.485600444e+02 -3.5444e+00 +1.3347e+00 +1.1142e+00 +3.6520e+00 +9.4335e-01 -2.8342e+00 +6.0146e-01 +2.0356e+00 +2.7201e+00 -1.2804e+00 +3.5838e+00 -2.7499e+00 -1.4400e+00 -1.3315e+00 +1.7363e+00 +2.6625e-01 +4.6025e-03 +4.2841e+00 +3.3549e+00 -2.1922e+00
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.383001022e+03 +5.383001022e+03 +5.379291022e+03 +5.379291022e+03 +4.2417e+00 -7.9291e-01 +4.4837e+00 -4.7224e+00 +2.1741e+00 -6.9615e-01 +3.9544e+00 -9.8654e-02 +3.0478e+00 +1.1551e+00 +4.4626e+00 -2.6225e+00 -7.5432e-02 +1.3639e+00 -3.8064e+00 -3.1056e-01 -3.4077e+00 -1.0369e+00 -6.0981e-01 -2.7419e+00
2 +1.186367332e+03 +1.186367332e+03 +1.182657332e+03 +1.182657332e+03 -4.3976e+00 -2.2753e+00 +3.1828e+00 +3.0754e+00 +1.8901e+00 +5.0976e-01 -2.9639e+00 +2.9421e+00 +1.8757e+00 +9.1253e-01 -1.2641e+00 +4.1643e+00 +2.2015e+00 -1.8818e+00 -2.2728e+00 -2.2719e+00 -2.2967e+00 -3.2015e+00 +3.8856e+00 -5.3586e-01
113 +9.354525949e+02 +9.354525949e+02 +9.317425949e+02 +9.317425949e+02 -4.2981e+00 +2.2932e+00 +1.6668e+00 +2.2373e+00 +3.9769e+00 -2.2954e-01 -8.2828e-01 +2.3751e+00 +1.1646e+00 +5.9052e-03 +4.2310e+00 -1.8590e+00 -3.2507e+00 -4.0020e+00 -1.1415e+00 -1.7154e+00 -1.3219e-01 +1.3026e+00 +1.4321e+00 -4.3705e-01
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.535612406e+03 +2.535612406e+03 +2.667792406e+03 +2.667792406e+03 -1.0256e+00 +4.1646e-01 +3.6390e+00 +4.0916e+00 +1.2518e+00 +2.0787e+00 +6.5239e-01 -3.5864e+00 -3.8937e+00 -2.6379e+00 +2.8388e+00 +4.1616e-02 -1.4150e-01 +7.2286e-01 -3.1452e-01 +7.0191e-01 +2.4639e+00 +2.4620e+00 +1.2362e+00 +4.5435e+00
16 +2.177153311e+03 +2.177153311e+03 +2.309333311e+03 +2.309333311e+03 -2.4221e+00 +1.7749e+00 +1.0768e+00 +7.3005e-01 +4.4302e+00 +2.4708e+00 -4.3417e+00 -3.6903e+00 -4.9445e+00 +2.2925e+00 +6.7431e-01 -4.6602e+00 -1.2691e+00 +4.8512e+00 +1.1519e+00 -2.1862e+00 -9.9300e-01 -4.5663e+00 -3.4824e+00 +6.8736e-01
20 +1.295156705e+03 +1.295156705e+03 +1.427336705e+03 +1.427336705e+03 +2.4254e+00 -1.3864e-01 -2.0065e+00 -3.2355e+00 +4.1450e+00 -3.9416e+00 -8.0230e-01 +3.6013e+00 -1.6024e+00 -1.5888e+00 -1.9142e+00 +1.5950e-01 +1.2408e+00 -4.8740e+00 +1.1360e+00 +4.1061e+00 +2.5446e-01 +3.3740e+00 +5.4669e-01 -2.0439e+00
46 +9.306255508e+02 +9.306255508e+02 +1.062805551e+03 +1.062805551e+03 +3.4658e+00 +2.0791e+00 +1.9280e+00 -4.3216e+00 +5.9844e-01 +4.8928e+00 +2.5942e+00 +3.6569e+00 +8.1440e-01 +4.1024e+00 -3.3259e+00 +1.2760e+00 -1.9728e+00 -4.9362e-02 -4.5719e-01 -1.4101e+00 -8.5726e-01 +4.0067e+00 -8.2584e-01 -1.3509e+00
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.588555863e+03 +4.588555863e+03 +4.546815863e+03 +4.546815863e+03 -2.1650e+00 +2.1479e+00 -3.7826e+00 -3.0976e+00 +1.4395e+00 -1.7063e+00 -1.9375e+00 -2.0189e+00 -1.1457e+00 -2.7504e+00 -1.2106e+00 -2.1686e+00 +2.4978e+00 -3.4752e+00 +1.4515e-01 +7.1225e-01 -4.7221e+00 +1.8512e+00 +3.3982e+00 -1.7435e+00
6 +3.865860866e+03 +3.865860866e+03 +3.824120866e+03 +3.824120866e+03 +9.5987e-02 -2.6655e+00 -6.8364e-01 +4.1050e+00 -7.0361e-01 -1.3975e+00 -3.6549e-01 +3.4641e+00 +3.8660e+00 -1.8584e+00 +1.4084e+00 +2.2679e+00 -5.4594e-01 -2.4569e-01 +7.1030e-01 +3.2798e+00 +2.2220e+00 -1.9299e+00 +6.5348e-01 -4.9165e+00
